TIMECREATED;HISPOTYPE
2022-02-23 07:08:59.811;2
2022-02-23 07:08:59.858;27
2022-02-23 07:09:07.108;2
2022-02-23 07:09:07.171;27
2022-02-23 06:35:48.734;43
2022-02-23 06:35:54.906;2
2022-02-23 06:32:13.888;27
2022-02-23 06:35:54.968;27
2022-02-23 06:36:16.189;2
2022-02-23 06:36:16.236;27
2022-02-23 06:38:01.182;2
2022-02-23 06:38:01.244;27
2022-02-23 06:46:34.803;27
2022-02-23 06:46:54.368;27
2022-02-23 06:46:54.289;2
2022-02-23 06:47:05.962;2
2022-02-23 06:47:06.056;27
2022-02-23 06:47:29.277;2
2022-02-23 06:47:29.355;27
2022-02-23 06:47:48.060;2
2022-02-23 06:47:48.154;27
2022-02-23 06:48:51.613;2
2022-02-23 06:55:51.149;27
2022-02-23 06:52:52.664;35
2022-02-23 06:57:18.861;2
2022-02-23 06:52:52.664;34
2022-02-23 06:57:18.939;27
2022-02-23 06:52:52.680;27
2022-02-23 06:57:30.612;2
2022-02-23 06:55:39.538;43
2022-02-23 06:57:30.674;27
2022-02-23 06:55:51.070;2
2022-02-23 07:26:11.106;11
2022-02-23 07:26:20.623;11
2022-02-23 07:26:25.123;11
2022-02-23 07:26:37.968;9
2022-02-23 07:26:46.360;12
2022-02-23 07:26:46.407;13
2022-02-23 07:26:47.502;11
2022-02-23 07:26:55.581;11
2022-02-23 07:26:56.159;9
2022-02-23 07:26:58.284;9
2022-02-23 07:26:51.393;11
2022-02-23 07:27:01.081;11
2022-02-23 07:26:52.940;11
2022-02-23 07:25:36.540;9
2022-02-23 07:25:38.931;11
2022-02-23 07:25:46.495;9
2022-02-23 07:25:48.948;11
2022-02-23 07:25:59.433;9
2022-02-23 07:26:02.137;11
2022-02-23 07:26:03.121;11
2022-02-23 07:26:05.324;9
2022-02-23 07:25:08.913;9
2022-02-23 07:25:18.773;9
2022-02-23 07:25:34.072;11
2022-02-23 07:25:13.163;9
2022-02-23 07:25:35.775;12
2022-02-23 07:25:35.837;13
2022-02-23 07:31:15.759;9
2022-02-23 07:31:29.854;9
2022-02-23 07:31:31.682;9
2022-02-23 07:31:31.776;11
2022-02-23 07:31:32.182;8
2022-02-23 07:31:32.213;39
2022-02-23 07:33:17.800;35
2022-02-23 07:33:42.318;11
2022-02-23 08:00:25.720;9
2022-02-23 08:00:05.969;9
2022-02-23 08:01:03.099;9
2022-02-23 08:01:10.709;9
2022-02-23 07:27:02.065;11
2022-02-23 07:27:14.785;9
2022-02-23 07:27:17.207;8
2022-02-23 07:27:17.223;39
2022-02-23 07:27:19.411;9
2022-02-23 07:27:19.567;11
2022-02-23 07:27:30.115;9
2022-02-23 07:27:30.146;9
2022-02-23 07:27:33.037;11
2022-02-23 07:27:35.787;9
2022-02-23 07:27:39.834;9
2022-02-23 07:27:47.147;9
2022-02-23 07:27:47.226;9
2022-02-23 07:27:47.538;9
2022-02-23 07:27:52.913;11
2022-02-23 07:28:00.836;11
2022-02-23 07:28:10.665;11
2022-02-23 08:01:21.756;11
2022-02-23 08:01:27.804;9
2022-02-23 08:01:39.867;11
2022-02-23 08:01:48.681;11
2022-02-23 08:02:04.541;9
2022-02-23 08:02:05.807;9
2022-02-23 07:28:12.696;11
2022-02-23 07:28:17.619;9
2022-02-23 07:28:21.978;9
2022-02-23 07:28:24.510;8
2022-02-23 07:28:24.526;39
2022-02-23 07:28:27.870;9
2022-02-23 07:28:33.042;9
2022-02-23 07:30:40.177;11
2022-02-23 07:30:47.803;9
2022-02-23 07:30:56.507;11
2022-02-23 07:31:04.476;11
2022-02-23 07:31:08.320;9
2022-02-23 07:31:09.430;11
2022-02-23 07:28:34.620;11
2022-02-23 07:28:39.417;11
2022-02-23 07:28:43.949;11
2022-02-23 07:28:45.652;11
2022-02-23 07:28:50.668;9
2022-02-23 07:28:55.575;11
2022-02-23 07:29:03.154;9
2022-02-23 07:29:13.451;11
2022-02-23 07:29:18.296;9
2022-02-23 07:29:22.327;11
2022-02-23 07:29:29.406;11
2022-02-23 07:29:30.094;11
2022-02-23 07:29:35.172;9
2022-02-23 07:29:37.344;9
2022-02-23 07:29:37.469;11
2022-02-23 07:31:42.073;11
2022-02-23 08:02:16.245;11
2022-02-23 08:03:32.143;11
2022-02-23 08:03:42.675;11
2022-02-23 08:04:53.149;9
2022-02-23 08:05:09.244;11
2022-02-23 07:29:38.375;11
2022-02-23 07:29:40.954;11
2022-02-23 07:30:03.440;9
2022-02-23 07:30:10.081;9
2022-02-23 07:30:15.316;11
2022-02-23 07:30:18.691;9
2022-02-23 07:30:18.801;9
2022-02-23 07:30:23.223;11
2022-02-23 07:30:26.551;9
2022-02-23 07:30:27.598;9
2022-02-23 07:31:57.950;11
2022-02-23 07:32:01.575;11
2022-02-23 07:32:10.732;11
2022-02-23 07:32:14.764;11
2022-02-23 07:32:42.969;11
2022-02-23 07:32:51.470;11
2022-02-23 08:02:22.105;11
2022-02-23 08:02:22.746;9
2022-02-23 08:02:25.543;11
2022-02-23 08:03:03.187;11
2022-02-23 08:03:05.890;9
2022-02-23 08:03:12.578;11
2022-02-23 08:12:39.144;11
2022-02-23 08:12:40.222;11
2022-02-23 08:12:44.988;2
2022-02-23 08:12:45.129;27
2022-02-23 08:12:47.770;11
2022-02-23 08:12:59.115;2
2022-02-23 08:05:12.589;11
2022-02-23 08:05:13.573;9
2022-02-23 08:05:54.373;9
2022-02-23 08:06:27.204;11
2022-02-23 08:06:35.236;11
2022-02-23 08:06:41.096;9
2022-02-23 08:07:17.568;9
2022-02-23 08:07:47.774;11
2022-02-23 08:12:59.193;27
2022-02-23 08:17:54.236;27
2022-02-23 08:17:54.517;9
2022-02-23 08:18:11.644;11
2022-02-23 08:17:13.732;11
2022-02-23 08:18:21.177;11
2022-02-23 08:18:23.381;9
2022-02-23 08:18:29.225;2
2022-02-23 08:18:29.428;35
2022-02-23 08:18:29.428;35
2022-02-23 08:18:29.444;35
2022-02-23 08:18:29.459;35
2022-02-23 08:18:29.475;35
2022-02-23 08:18:29.490;35
2022-02-23 08:18:29.490;35
2022-02-23 08:18:29.506;35
2022-02-23 08:18:29.506;35
2022-02-23 08:17:54.111;2
2022-02-23 08:02:22.605;27
2022-02-23 08:01:27.101;24
2022-02-23 08:03:05.531;2
2022-02-23 08:03:05.703;27
2022-02-23 08:05:13.323;2
2022-02-23 08:05:13.448;27
2022-02-23 08:02:04.151;2
2022-02-23 08:02:04.276;27
2022-02-23 08:05:53.983;2
2022-02-23 08:05:54.092;27
2022-02-23 08:06:40.768;2
2022-02-23 08:02:22.496;2
2022-02-23 08:08:43.903;27
2022-02-23 08:08:44.185;9
2022-02-23 08:08:47.638;9
2022-02-23 08:08:59.998;11
2022-02-23 08:07:54.165;9
2022-02-23 08:09:07.202;11
2022-02-23 08:09:09.999;11
2022-02-23 08:09:46.440;2
2022-02-23 08:09:46.565;27
2022-02-23 08:07:57.040;11
2022-02-23 08:08:43.778;2
2022-02-23 08:11:24.590;2
2022-02-23 08:11:24.730;27
2022-02-23 08:11:24.871;9
2022-02-23 08:11:29.872;9
2022-02-23 08:10:53.383;11
2022-02-23 08:10:57.165;11
2022-02-23 08:11:32.481;11
2022-02-23 08:11:38.029;9
2022-02-23 08:11:23.840;11
2022-02-23 08:11:44.529;2
2022-02-23 08:11:44.639;27
2022-02-23 08:11:44.889;9
2022-02-23 08:18:29.522;35
2022-02-23 08:18:29.522;35
2022-02-23 08:18:29.537;35
2022-02-23 08:18:29.553;35
2022-02-23 08:18:29.553;35
2022-02-23 08:18:29.569;35
2022-02-23 08:18:29.569;35
2022-02-23 08:18:29.584;35
2022-02-23 08:18:29.584;35
2022-02-23 08:18:29.600;35
2022-02-23 08:18:29.600;35
2022-02-23 08:18:29.616;35
2022-02-23 08:18:29.631;35
2022-02-23 07:25:53.026;2
2022-02-23 07:25:53.105;27
2022-02-23 07:26:01.668;2
2022-02-23 07:26:01.746;27
2022-02-23 07:26:04.996;24
2022-02-23 07:27:19.270;2
2022-02-23 07:27:19.379;27
2022-02-23 07:27:29.537;2
2022-02-23 07:27:29.615;27
2022-02-23 07:27:29.646;2
2022-02-23 08:18:29.631;35
2022-02-23 08:18:29.647;35
2022-02-23 08:18:29.647;35
2022-02-23 08:18:29.662;35
2022-02-23 08:18:29.662;35
2022-02-23 08:18:29.678;35
2022-02-23 08:18:29.678;35
2022-02-23 08:18:29.678;35
2022-02-23 08:18:29.694;35
2022-02-23 08:18:29.694;35
2022-02-23 08:18:29.709;35
2022-02-23 08:18:29.709;35
2022-02-23 08:18:29.709;35
2022-02-23 08:09:46.815;9
2022-02-23 08:10:19.052;9
2022-02-23 08:10:03.363;2
2022-02-23 08:10:03.504;27
2022-02-23 08:10:03.769;9
2022-02-23 08:18:29.725;35
2022-02-23 08:18:29.741;35
2022-02-23 08:18:29.725;35
2022-02-23 08:18:29.741;35
2022-02-23 08:18:29.741;35
2022-02-23 08:18:29.756;35
2022-02-23 08:18:29.756;35
2022-02-23 08:18:29.772;35
2022-02-23 08:18:29.772;35
2022-02-23 08:18:29.787;35
2022-02-23 08:18:29.787;35
2022-02-23 08:18:29.787;35
2022-02-23 08:18:29.803;35
2022-02-23 08:18:29.803;34
2022-02-23 08:18:29.803;27
2022-02-23 08:18:30.834;9
2022-02-23 08:18:36.788;9
2022-02-23 08:12:59.287;27
2022-02-23 08:12:59.568;9
2022-02-23 08:13:08.069;11
2022-02-23 08:13:12.600;11
2022-02-23 08:12:59.208;2
2022-02-23 08:11:46.232;9
2022-02-23 08:11:51.655;9
2022-02-23 08:11:54.218;11
2022-02-23 08:11:58.859;11
2022-02-23 08:12:02.297;11
2022-02-23 08:12:06.985;2
2022-02-23 08:14:34.170;11
2022-02-23 08:14:35.842;11
2022-02-23 08:13:16.679;11
2022-02-23 08:15:01.626;2
2022-02-23 08:15:01.767;27
2022-02-23 08:15:02.001;9
2022-02-23 08:13:19.867;11
2022-02-23 08:13:21.711;11
2022-02-23 07:29:02.888;27
2022-02-23 07:29:34.953;2
2022-02-23 07:29:35.047;27
2022-02-23 07:29:50.783;2
2022-02-23 07:27:29.724;27
2022-02-23 07:28:32.651;2
2022-02-23 07:29:50.892;27
2022-02-23 07:30:02.706;24
2022-02-23 07:28:32.761;27
2022-02-23 07:29:02.763;2
2022-02-23 07:31:27.056;27
2022-02-23 07:30:18.473;2
2022-02-23 07:31:29.557;24
2022-02-23 07:30:18.566;27
2022-02-23 07:31:07.899;2
2022-02-23 07:31:08.039;27
2022-02-23 07:31:26.963;2
2022-02-23 08:15:13.315;11
2022-02-23 08:15:18.143;2
2022-02-23 08:15:18.268;27
2022-02-23 08:15:18.565;9
2022-02-23 08:15:50.396;2
2022-02-23 08:15:50.521;27
2022-02-23 08:15:50.756;9
2022-02-23 08:16:48.964;11
2022-02-23 08:16:55.512;2
2022-02-23 08:16:55.637;27
2022-02-23 08:16:55.887;9
2022-02-23 08:16:56.949;11
2022-02-23 08:17:09.388;9
2022-02-23 08:17:12.748;2
2022-02-23 08:17:12.873;27
2022-02-23 08:17:13.107;9
2022-02-23 08:00:04.000;2
2022-02-23 08:00:04.625;27
2022-02-23 08:00:25.361;2
2022-02-23 08:00:25.470;27
2022-02-23 08:01:02.677;2
2022-02-23 08:01:02.786;27
2022-02-23 08:01:17.944;2
2022-02-23 08:01:18.100;27
2022-02-23 08:10:30.131;2
2022-02-23 08:10:30.272;27
2022-02-23 08:10:30.522;9
2022-02-23 08:10:45.476;11
2022-02-23 08:10:49.258;9
2022-02-23 08:12:07.172;27
2022-02-23 08:12:17.892;11
2022-02-23 08:12:19.376;2
2022-02-23 08:12:19.470;27
2022-02-23 08:12:19.595;9
2022-02-23 08:12:35.003;9
2022-02-23 08:06:40.877;27
2022-02-23 08:07:17.224;2
2022-02-23 08:07:17.333;27
2022-02-23 08:07:53.743;2
2022-02-23 08:07:53.852;27
2022-02-23 08:19:16.276;11
2022-02-23 08:19:22.245;11
2022-02-23 08:19:30.308;11
2022-02-23 08:19:47.357;11
2022-02-23 08:19:56.436;11
2022-02-23 08:23:05.843;8
2022-02-23 08:23:05.858;39
2022-02-23 08:23:13.328;9
2022-02-23 08:35:01.292;9
2022-02-23 08:35:19.387;11
2022-02-23 08:35:16.950;9
2022-02-23 08:35:18.950;11
2022-02-23 08:35:20.169;11
2022-02-23 08:35:22.403;9
2022-02-23 08:35:27.013;11
2022-02-23 08:35:28.279;11
2022-02-23 08:35:39.342;9
2022-02-23 08:35:41.233;32
2022-02-23 08:36:37.566;9
2022-02-23 08:36:35.956;11
2022-02-23 08:36:44.629;11
2022-02-23 08:36:37.503;32
2022-02-23 08:36:51.583;11
2022-02-23 08:36:51.817;9
2022-02-23 08:23:33.751;11
2022-02-23 08:23:51.878;9
2022-02-23 08:24:25.865;9
2022-02-23 08:24:54.930;11
2022-02-23 08:25:01.509;9
2022-02-23 08:25:03.665;11
2022-02-23 08:25:05.962;9
2022-02-23 08:25:10.306;9
2022-02-23 08:25:24.855;9
2022-02-23 08:25:32.636;9
2022-02-23 08:25:59.311;9
2022-02-23 08:26:09.358;9
2022-02-23 08:26:15.984;32
2022-02-23 08:26:15.984;37
2022-02-23 08:26:16.000;36
2022-02-23 08:26:16.078;9
2022-02-23 08:26:16.687;11
2022-02-23 08:26:24.078;27
2022-02-23 08:26:24.313;9
2022-02-23 08:26:25.125;11
2022-02-23 08:26:26.813;11
2022-02-23 08:26:34.533;11
2022-02-23 08:26:35.955;11
2022-02-23 08:26:38.362;2
2022-02-23 08:26:38.424;27
2022-02-23 08:26:43.128;11
2022-02-23 08:27:03.723;11
2022-02-23 08:27:12.568;11
2022-02-23 08:27:22.444;2
2022-02-23 08:27:22.553;27
2022-02-23 08:27:22.756;9
2022-02-23 08:27:35.038;2
2022-02-23 08:27:35.695;27
2022-02-23 08:27:36.929;9
2022-02-23 08:27:44.445;11
2022-02-23 08:28:40.106;11
2022-02-23 08:28:41.184;11
2022-02-23 08:28:45.372;2
2022-02-23 08:28:46.106;27
2022-02-23 08:28:46.669;9
2022-02-23 08:28:50.122;11
2022-02-23 08:28:59.779;11
2022-02-23 08:29:08.921;11
2022-02-23 08:29:15.421;2
2022-02-23 08:29:16.156;27
2022-02-23 08:29:17.374;9
2022-02-23 08:31:16.181;9
2022-02-23 08:31:18.118;11
2022-02-23 08:31:23.650;2
2022-02-23 08:31:23.759;27
2022-02-23 08:31:23.947;32
2022-02-23 08:31:24.025;9
2022-02-23 08:31:24.119;9
2022-02-23 10:04:41.237;0
2022-02-23 10:06:11.604;1
2022-02-23 10:06:11.666;0
2022-02-23 10:08:23.724;1
2022-02-23 10:08:23.771;0
2022-02-23 10:08:53.039;1
2022-02-23 10:08:53.101;0
2022-02-23 10:09:17.198;1
2022-02-23 10:04:41.159;1
2022-02-23 08:35:41.280;9
2022-02-23 08:35:49.155;9
2022-02-23 08:35:51.640;11
2022-02-23 08:35:53.171;9
2022-02-23 08:35:59.688;11
2022-02-23 08:36:07.579;11
2022-02-23 08:36:10.626;9
2022-02-23 08:36:18.299;8
2022-02-23 08:36:18.314;39
2022-02-23 08:36:24.580;9
2022-02-23 10:09:17.308;0
2022-02-23 07:58:43.587;2
2022-02-23 07:58:43.665;27
2022-02-23 08:10:49.039;27
2022-02-23 08:11:29.668;2
2022-02-23 08:10:48.930;2
2022-02-23 08:11:29.731;27
2022-02-23 08:11:39.122;2
2022-02-23 08:11:39.169;27
2022-02-23 08:11:39.185;2
2022-02-23 08:11:39.232;27
2022-02-23 08:24:34.756;27
2022-02-23 08:24:46.929;2
2022-02-23 08:24:47.070;27
2022-02-23 08:25:01.227;2
2022-02-23 08:24:34.694;2
2022-02-23 08:27:55.446;2
2022-02-23 08:27:56.149;27
2022-02-23 08:27:57.384;9
2022-02-23 08:28:15.057;11
2022-02-23 08:28:16.010;2
2022-02-23 08:28:16.682;27
2022-02-23 08:28:17.307;9
2022-02-23 08:38:12.308;11
2022-02-23 08:38:16.543;11
2022-02-23 08:38:20.231;9
2022-02-23 08:38:21.919;11
2022-02-23 08:38:23.122;9
2022-02-23 08:38:28.888;18
2022-02-23 08:11:51.295;2
2022-02-23 08:11:51.389;27
2022-02-23 08:12:05.484;2
2022-02-23 08:12:05.547;27
2022-02-23 08:12:34.675;2
2022-02-23 08:25:01.290;27
2022-02-23 08:25:09.416;2
2022-02-23 08:25:09.478;27
2022-02-23 08:25:32.308;2
2022-02-23 08:25:32.418;27
2022-02-23 08:25:58.967;2
2022-02-23 08:25:59.092;27
2022-02-23 08:26:08.968;2
2022-02-23 08:26:09.124;27
2022-02-23 08:26:18.187;2
2022-02-23 08:26:18.265;27
2022-02-23 08:26:23.985;2
2022-02-23 08:31:38.573;2
2022-02-23 08:31:38.636;27
2022-02-23 08:31:47.246;9
2022-02-23 08:31:47.855;11
2022-02-23 08:31:51.949;11
2022-02-23 08:31:56.559;11
2022-02-23 08:31:59.434;2
2022-02-23 08:31:59.559;27
2022-02-23 08:31:26.557;11
2022-02-23 08:31:35.510;11
2022-02-23 08:31:59.715;9
2022-02-23 08:32:05.654;11
2022-02-23 08:32:11.451;2
2022-02-23 08:32:11.576;27
2022-02-23 08:12:34.753;27
2022-02-23 08:23:44.940;2
2022-02-23 08:23:45.268;27
2022-02-23 08:24:25.568;2
2022-02-23 08:24:25.646;27
2022-02-23 08:32:48.454;2
2022-02-23 08:32:48.563;27
2022-02-23 08:32:48.719;9
2022-02-23 08:32:49.313;11
2022-02-23 08:32:48.860;9
2022-02-23 08:32:56.314;11
2022-02-23 08:33:06.518;11
2022-02-23 08:33:11.830;11
2022-02-23 08:33:12.924;2
2022-02-23 08:33:13.049;27
2022-02-23 08:33:13.174;9
2022-02-23 08:33:18.534;9
2022-02-23 08:33:22.550;9
2022-02-23 08:29:18.281;32
2022-02-23 08:29:18.468;9
2022-02-23 08:29:30.047;9
2022-02-23 08:29:31.626;2
2022-02-23 08:29:32.376;27
2022-02-23 08:29:32.923;9
2022-02-23 08:29:51.815;11
2022-02-23 08:29:54.909;2
2022-02-23 08:29:55.690;27
2022-02-23 08:30:02.987;9
2022-02-23 08:30:08.457;11
2022-02-23 08:30:16.067;2
2022-02-23 08:32:16.748;32
2022-02-23 08:32:16.811;9
2022-02-23 08:32:19.483;2
2022-02-23 08:32:19.545;27
2022-02-23 08:32:19.670;9
2022-02-23 08:32:22.295;11
2022-02-23 08:32:30.218;9
2022-02-23 08:32:30.843;11
2022-02-23 08:32:41.062;11
2022-02-23 08:32:47.500;11
2022-02-23 08:32:47.672;11
2022-02-23 08:30:26.630;11
2022-02-23 08:30:32.537;9
2022-02-23 08:30:34.709;11
2022-02-23 08:30:42.006;2
2022-02-23 08:30:16.379;27
2022-02-23 08:30:42.803;27
2022-02-23 08:30:44.038;9
2022-02-23 08:30:51.366;11
2022-02-23 08:30:52.804;11
2022-02-23 08:30:17.567;9
2022-02-23 08:30:54.476;9
2022-02-23 08:30:23.052;11
2022-02-23 08:30:59.351;11
2022-02-23 08:31:04.367;2
2022-02-23 08:31:04.445;27
2022-02-23 08:31:04.695;9
2022-02-23 08:33:32.410;11
2022-02-23 08:33:33.238;11
2022-02-23 08:33:41.645;11
2022-02-23 08:33:52.724;11
2022-02-23 08:33:59.022;11
2022-02-23 08:33:59.991;11
2022-02-23 08:34:01.663;9
2022-02-23 08:34:07.397;9
2022-02-23 08:34:09.335;11
2022-02-23 08:34:25.821;11
2022-02-23 08:34:26.368;11
2022-02-23 08:34:32.524;9
2022-02-23 08:34:35.431;11
2022-02-23 08:34:49.166;11
2022-02-23 08:34:49.588;9
2022-02-23 08:34:51.667;11
2022-02-23 08:34:54.964;9
2022-02-23 08:34:59.558;9
2022-02-23 08:36:53.130;32
2022-02-23 08:37:30.977;9
2022-02-23 08:36:53.145;37
2022-02-23 08:37:40.899;9
2022-02-23 08:37:45.150;11
2022-02-23 08:37:47.806;9
2022-02-23 08:36:53.161;36
2022-02-23 08:37:52.650;9
2022-02-23 08:37:54.307;11
2022-02-23 08:38:03.292;11
2022-02-23 08:36:53.223;9
2022-02-23 08:38:04.761;9
2022-02-23 08:38:07.980;11
2022-02-23 08:37:15.819;9
2022-02-23 08:38:12.183;11
2022-02-23 09:21:13.135;27
2022-02-23 09:21:33.981;2
2022-02-23 09:21:34.106;27
2022-02-23 09:21:50.013;2
2022-02-23 09:21:50.076;27
2022-02-23 09:22:05.577;2
2022-02-23 09:22:05.687;27
2022-02-23 09:19:06.500;2
2022-02-23 09:19:06.640;27
2022-02-23 09:19:24.204;2
2022-02-23 09:19:24.314;27
2022-02-23 09:19:59.926;2
2022-02-23 09:22:23.141;2
2022-02-23 09:22:23.266;27
2022-02-23 09:22:55.300;2
2022-02-23 09:22:55.410;27
2022-02-23 09:20:00.051;27
2022-02-23 09:20:01.426;24
2022-02-23 09:20:25.569;2
2022-02-23 09:20:25.709;27
2022-02-23 09:20:44.367;2
2022-02-23 09:20:44.492;27
2022-02-23 09:20:59.712;2
2022-02-23 09:20:59.931;27
2022-02-23 09:21:12.963;2
2022-02-23 09:23:15.677;2
2022-02-23 09:23:15.786;27
2022-02-23 09:23:29.975;2
2022-02-23 09:23:30.366;27
2022-02-23 09:23:55.493;2
2022-02-23 09:23:55.602;27
2022-02-23 08:37:52.604;10
2022-02-23 08:38:58.937;39
2022-02-23 08:38:59.391;11
2022-02-23 08:38:59.453;43
2022-02-23 08:39:03.078;9
2022-02-23 08:39:09.970;11
2022-02-23 08:39:09.985;2
2022-02-23 08:39:10.126;27
2022-02-23 08:38:29.013;19
2022-02-23 08:38:34.717;9
2022-02-23 08:38:39.842;11
2022-02-23 08:38:48.827;9
2022-02-23 08:38:49.296;11
2022-02-23 08:38:53.031;9
2022-02-23 08:38:54.109;8
2022-02-23 08:38:54.124;39
2022-02-23 08:38:58.906;8
2022-02-23 08:40:22.835;9
2022-02-23 08:40:26.070;9
2022-02-23 08:40:33.336;9
2022-02-23 08:40:43.868;9
2022-02-23 08:40:55.088;11
2022-02-23 08:47:51.420;27
2022-02-23 08:47:51.639;9
2022-02-23 08:47:59.608;18
2022-02-23 08:47:59.702;19
2022-02-23 08:48:00.108;11
2022-02-23 08:48:00.139;18
2022-02-23 08:48:00.702;19
2022-02-23 08:48:00.780;18
2022-02-23 08:48:01.124;19
2022-02-23 08:48:01.155;19
2022-02-23 08:48:01.233;19
2022-02-23 08:48:02.265;19
2022-02-23 08:48:02.530;19
2022-02-23 08:48:02.640;19
2022-02-23 08:48:02.702;11
2022-02-23 08:48:02.765;18
2022-02-23 08:48:02.890;19
2022-02-23 08:48:02.999;19
2022-02-23 08:48:03.077;18
2022-02-23 08:36:18.783;43
2022-02-23 08:48:01.561;18
2022-02-23 08:48:01.655;19
2022-02-23 08:48:02.155;18
2022-02-23 08:48:02.249;19
2022-02-23 08:40:59.557;9
2022-02-23 08:43:44.384;11
2022-02-23 08:45:23.001;9
2022-02-23 08:45:29.361;9
2022-02-23 08:45:54.019;9
2022-02-23 08:46:07.724;27
2022-02-23 08:46:07.927;9
2022-02-23 08:46:54.774;11
2022-02-23 08:46:58.290;9
2022-02-23 08:46:58.775;2
2022-02-23 08:46:58.884;27
2022-02-23 08:46:59.040;9
2022-02-23 08:47:14.245;9
2022-02-23 08:47:14.995;11
2022-02-23 08:47:18.245;2
2022-02-23 08:47:18.355;27
2022-02-23 08:41:00.385;11
2022-02-23 08:41:03.167;11
2022-02-23 08:41:05.229;9
2022-02-23 08:41:09.089;11
2022-02-23 08:41:21.840;9
2022-02-23 08:41:21.887;11
2022-02-23 08:41:26.059;11
2022-02-23 08:41:29.497;9
2022-02-23 08:41:29.810;11
2022-02-23 08:41:30.544;9
2022-02-23 08:41:34.091;11
2022-02-23 08:41:38.467;9
2022-02-23 08:41:38.779;11
2022-02-23 08:41:49.077;11
2022-02-23 08:41:50.030;11
2022-02-23 08:42:02.891;11
2022-02-23 08:42:07.297;11
2022-02-23 08:42:37.206;11
2022-02-23 08:42:38.362;11
2022-02-23 08:39:10.298;9
2022-02-23 08:39:16.751;9
2022-02-23 08:39:18.642;11
2022-02-23 08:39:18.767;11
2022-02-23 08:39:26.065;11
2022-02-23 08:39:27.830;9
2022-02-23 08:39:32.768;9
2022-02-23 08:39:35.315;11
2022-02-23 08:39:32.425;2
2022-02-23 08:39:32.534;27
2022-02-23 08:40:02.427;2
2022-02-23 08:40:02.537;27
2022-02-23 08:40:32.961;2
2022-02-23 08:40:33.086;27
2022-02-23 08:45:29.017;2
2022-02-23 08:45:29.111;27
2022-02-23 08:46:07.630;2
2022-02-23 08:42:40.003;11
2022-02-23 08:42:45.285;11
2022-02-23 08:42:46.347;11
2022-02-23 08:42:48.676;11
2022-02-23 08:43:04.802;11
2022-02-23 08:43:13.537;11
2022-02-23 08:43:33.883;11
2022-02-23 08:39:36.316;11
2022-02-23 08:39:36.456;9
2022-02-23 08:39:44.191;11
2022-02-23 08:39:46.426;11
2022-02-23 08:39:47.754;9
2022-02-23 08:39:55.880;11
2022-02-23 08:39:58.224;9
2022-02-23 08:40:02.771;9
2022-02-23 08:40:11.022;11
2022-02-23 08:40:20.538;11
2022-02-23 08:46:19.990;9
2022-02-23 08:46:24.772;11
2022-02-23 08:46:29.007;2
2022-02-23 08:46:29.100;27
2022-02-23 08:46:29.319;9
2022-02-23 08:46:35.835;9
2022-02-23 08:47:18.480;9
2022-02-23 08:47:22.433;11
2022-02-23 08:47:24.324;11
2022-02-23 08:47:27.558;9
2022-02-23 08:47:31.856;11
2022-02-23 08:47:46.138;9
2022-02-23 08:47:51.326;2
2022-02-23 08:46:58.072;27
2022-02-23 08:47:10.760;2
2022-02-23 08:47:10.948;27
2022-02-23 08:47:13.901;24
2022-02-23 08:47:27.355;2
2022-02-23 08:47:27.433;27
2022-02-23 08:47:45.888;2
2022-02-23 08:47:45.935;27
2022-02-23 08:48:03.155;2
2022-02-23 08:48:04.124;27
2022-02-23 08:49:23.990;9
2022-02-23 08:49:37.491;11
2022-02-23 08:49:40.382;11
2022-02-23 08:49:41.117;8
2022-02-23 08:49:41.132;39
2022-02-23 08:49:45.039;9
2022-02-23 08:49:45.523;11
2022-02-23 08:49:51.555;11
2022-02-23 08:50:00.603;11
2022-02-23 08:50:33.418;11
2022-02-23 08:50:58.889;9
2022-02-23 08:51:08.640;11
2022-02-23 08:51:16.781;11
2022-02-23 08:51:16.828;9
2022-02-23 08:48:03.687;19
2022-02-23 08:48:04.187;18
2022-02-23 08:48:04.327;19
2022-02-23 08:48:04.608;18
2022-02-23 08:48:04.687;9
2022-02-23 08:48:04.780;19
2022-02-23 08:48:04.827;19
2022-02-23 08:48:04.952;19
2022-02-23 08:48:05.656;11
2022-02-23 08:48:07.624;9
2022-02-23 08:45:22.798;27
2022-02-23 08:45:53.566;2
2022-02-23 08:45:53.785;27
2022-02-23 08:46:19.553;2
2022-02-23 08:48:17.360;19
2022-02-23 08:48:17.281;19
2022-02-23 08:48:17.453;19
2022-02-23 08:48:17.563;19
2022-02-23 08:48:17.688;19
2022-02-23 08:46:19.709;27
2022-02-23 08:46:32.976;2
2022-02-23 08:46:33.179;27
2022-02-23 08:46:35.492;24
2022-02-23 08:46:57.900;2
2022-02-23 08:48:09.156;11
2022-02-23 08:48:10.547;11
2022-02-23 08:48:12.500;32
2022-02-23 08:48:12.547;9
2022-02-23 08:48:14.812;18
2022-02-23 08:48:14.906;19
2022-02-23 08:48:14.984;19
2022-02-23 08:48:15.078;19
2022-02-23 08:48:16.735;19
2022-02-23 08:48:16.828;19
2022-02-23 08:48:16.922;19
2022-02-23 08:48:17.000;19
2022-02-23 08:48:17.063;19
2022-02-23 08:48:17.110;19
2022-02-23 08:48:17.188;19
2022-02-23 08:48:15.219;19
2022-02-23 08:48:15.313;19
2022-02-23 08:48:15.344;19
